repo,pr_number,text,label,subcategory
macfuse/macfuse,190,"> 2) It appears to incorporate uninitialized memory into the resulting .DS_Store file, leaking some information about the build machine in the process. This also makes the contents of the file nonreproducible.",Constructive Positive,Risk Awareness
macfuse/macfuse,190,"Here's an article containing some information about the file, based on reverse engineering:",Constructive Positive,Clarity & Context
macfuse/macfuse,190,Thanks!,Constructive Negative,Shallow / Unhelpful
macfuse/macfuse,188,"I cherry-picked commit ""Incorporates kext truncated-write fixes."" from this pull request. As for ""Incorporates debug mesage fix."" please see Thanks!",Constructive Positive,Risk Awareness
macfuse/macfuse,180,Thanks anyway!,Constructive Negative,Vague Feedback
macfuse/macfuse,159,Xcode 6.0 and 6.1 need special handling. I've added support for 6.1 in commit 45a3e24.,Constructive Positive,Clarity & Context
macfuse/macfuse,107,Thanks for the pull request! I've already made the necessary changes two weeks ago but did not want to push the commit before having a change to test it. Once pull request is merged there should be no more issues with file systems expecting fuse.pc. Thanks again!,Constructive Positive,Clarity & Context
macfuse/macfuse,107,"Okay, that's great. Thanks!",Constructive Positive,Constructive Tone
macfuse/macfuse,67,"Thanks, Tom! Sorry for the delay.",Constructive Positive,Clarity & Context
macfuse/macfuse,67,No worries at all- thanks for merging it in and the work you do to maintain OSXFUSE!,Constructive Positive,Clarity & Context
macfuse/macfuse,8,"Thanks for your request. Xcode 4.0.1 on Snow Leopard did not come with SDK 10.7. I guess this hasn't changed in 4.0.2. This should not be a problem, if you build target smalldist but might be a problem when building target dist. I will take a look.",Constructive Positive,Clarity & Context
macfuse/macfuse,8,"Re-adding support for building OSXFUSE on Snow Leopard with Xcode 4 is not as easy as setting to 4.0.0. Target smalldist builds fine but building target dist won't work, as expected. Commit bd817aa050ea858fdf7161d21d4c79b479904931 addresses this issue.",Constructive Positive,Clarity & Context
spyder-ide/spyder,24908,on spyder/dependencies.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24908,on spyder/plugins/completion/providers/languageserver/conftabs/linting.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24908,on spyder/plugins/completion/providers/languageserver/conftabs/linting.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24908,on spyder/plugins/completion/providers/languageserver/provider.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24908,on spyder/plugins/completion/providers/languageserver/conftabs/linting.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24908,on spyder/plugins/completion/providers/languageserver/provider.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24902,@meeseeksdev please backport to 6.x,Constructive Positive,Clarity & Context
spyder-ide/spyder,24902,on changelogs/Spyder-6.md:33,Constructive Negative,Vague Feedback
spyder-ide/spyder,24888,@meeseeksdev please backport to 6.x,Constructive Positive,Clarity & Context
spyder-ide/spyder,24875,on spyder/config/base.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24875,on spyder/config/base.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:151,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24868,on spyder/plugins/findinfiles/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24842,Merging because the test failures are unrelated to this.,Constructive Positive,Clarity & Context
spyder-ide/spyder,24839,on spyder/plugins/projects/widgets/projectdialog.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24839,on spyder/plugins/projects/widgets/projectdialog.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24839,on spyder/plugins/projects/widgets/projectdialog.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24839,on spyder/plugins/projects/widgets/projectdialog.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24839,on spyder/plugins/projects/widgets/projectdialog.py:27,Constructive Negative,Vague Feedback
spyder-ide/spyder,24839,on spyder/plugins/projects/widgets/projectdialog.py:32,Constructive Negative,Vague Feedback
spyder-ide/spyder,24837,"@dalthviz, will you please also update ?",Constructive Positive,Clarity & Context
spyder-ide/spyder,24837,"@dalthviz, nevermind. I'll make those changes with #23285.",Constructive Positive,Clarity & Context
spyder-ide/spyder,24837,on spyder/app/tests/test_mainwindow.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24821,on spyder/plugins/plots/widgets/figurebrowser.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24821,on spyder/plugins/plots/widgets/figurebrowser.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24821,on spyder/plugins/plots/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24821,on spyder/plugins/plots/widgets/figurebrowser.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24821,on spyder/plugins/plots/widgets/figurebrowser.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24821,on spyder/plugins/plots/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/plugins/variableexplorer/widgets/dataframeeditor.py:14,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/plugins/variableexplorer/widgets/dataframeeditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/plugins/ipythonconsole/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/plugins/ipythonconsole/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/plugins/ipythonconsole/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/plugins/variableexplorer/widgets/dataframeeditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/plugins/variableexplorer/widgets/dataframeeditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/plugins/variableexplorer/widgets/dataframeeditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/plugins/variableexplorer/widgets/dataframeeditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/widgets/collectionseditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/widgets/collectionseditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/widgets/collectionseditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/widgets/collectionseditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/widgets/collectionseditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/widgets/collectionseditor.py:38,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/widgets/collectionseditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/plugins/ipythonconsole/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/plugins/variableexplorer/widgets/dataframeeditor.py:22,Constructive Negative,Vague Feedback
spyder-ide/spyder,24814,on spyder/plugins/variableexplorer/widgets/dataframeeditor.py:56,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/api/widgets/main_widget.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/app/tests/test_mainwindow.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/config/user.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/plugins/base.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/plugins/base.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/plugins/console/widgets/internalshell.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/plugins/console/widgets/internalshell.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/plugins/console/widgets/internalshell.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/plugins/console/widgets/shell.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/plugins/editor/widgets/codeeditor/codeeditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/plugins/editor/widgets/codeeditor/codeeditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/plugins/editor/widgets/codeeditor/codeeditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/plugins/editor/widgets/codeeditor/codeeditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/plugins/editor/widgets/codeeditor/codeeditor.py:1,Constructive Negative,Vague Feedback
spyder-ide/spyder,24812,on spyder/plugins/editor/widgets/codeeditor/codeeditor.py:1,Constructive Negative,Vague Feedback
